订单ID,客户ID,产品名称,销售数量,单价,销售日期,销售区域,总金额
ORD1098,CUST125,玻璃抛光,99,124,2024-03-24,东北,12276
ORD1087,CUST141,玻璃切割,83,576,2024-11-21,华南,47808
ORD1010,CUST195,玻璃切割,80,405,2024-09-20,东北,32400
ORD1054,CUST181,玻璃雕刻,40,451,2024-08-19,华东,18040
ORD1021,CUST104,玻璃抛光,11,147,2024-01-09,华北,1617
ORD1008,CUST168,玻璃打磨,7,431,2024-07-23,华东,3017
ORD1049,CUST136,玻璃抛光,35,997,2024-11-06,东北,34895
ORD1054,CUST127,玻璃雕刻,26,807,2024-07-19,华东,20982
ORD1020,CUST114,玻璃雕刻,91,798,2024-01-30,西南,72618
ORD1019,CUST199,玻璃雕刻,65,442,2024-12-10,东北,28730
ORD1053,CUST115,玻璃打磨,63,454,2024-04-19,华东,28602
ORD1046,CUST190,玻璃切割,15,164,2024-06-24,华东,2460
ORD1031,CUST144,玻璃切割,1,234,2024-03-18,东北,234
ORD1048,CUST163,玻璃雕刻,33,989,2024-06-07,华北,32637
ORD1061,CUST178,玻璃抛光,17,127,2024-01-13,华东,2159
ORD1005,CUST160,玻璃雕刻,47,150,2024-06-08,东北,7050
ORD1035,CUST174,玻璃雕刻,79,654,2024-03-30,华东,51666
ORD1077,CUST156,玻璃雕刻,95,181,2024-06-10,华东,17195
ORD1072,CUST115,玻璃雕刻,30,409,2024-07-15,华东,12270
ORD1010,CUST127,玻璃抛光,46,774,2024-09-02,华南,35604
ORD1043,CUST100,玻璃雕刻,59,597,2024-12-12,西南,35223
ORD1022,CUST168,玻璃雕刻,79,582,2024-11-22,东北,45978
ORD1079,CUST106,玻璃打磨,40,608,2024-10-08,华北,24320
ORD1020,CUST128,玻璃打磨,50,864,2024-05-11,华东,43200
ORD1070,CUST108,玻璃雕刻,85,542,2024-08-28,华南,46070
ORD1036,CUST135,玻璃切割,86,941,2024-08-03,华南,80926
ORD1071,CUST175,玻璃切割,49,822,2024-02-07,东北,40278
ORD1058,CUST119,玻璃抛光,75,613,2024-11-06,华东,45975
ORD1043,CUST146,玻璃打磨,47,667,2025-01-01,华东,31349
ORD1007,CUST148,玻璃打磨,72,987,2024-03-13,华东,71064
ORD1009,CUST174,玻璃切割,98,102,2024-02-02,华南,9996
ORD1069,CUST137,玻璃打磨,75,870,2024-08-23,华东,65250
ORD1041,CUST101,玻璃打磨,96,230,2024-02-01,华北,22080
ORD1026,CUST144,玻璃雕刻,12,249,2024-03-02,东北,2988
ORD1066,CUST119,玻璃雕刻,29,967,2024-03-19,东北,28043
ORD1032,CUST146,玻璃雕刻,9,858,2024-02-23,东北,7722
ORD1048,CUST155,玻璃雕刻,61,139,2024-07-31,华北,8479
ORD1041,CUST193,玻璃打磨,37,411,2024-01-01,华南,15207
ORD1088,CUST190,玻璃抛光,45,186,2024-09-12,华东,8370
ORD1004,CUST159,玻璃雕刻,50,417,2024-06-08,东北,20850
ORD1041,CUST127,玻璃雕刻,23,856,2024-10-12,华南,19688
ORD1095,CUST102,玻璃切割,82,917,2024-09-16,华南,75194
ORD1071,CUST101,玻璃切割,62,432,2024-08-22,华南,26784
ORD1069,CUST169,玻璃抛光,86,767,2024-01-15,华南,65962
ORD1078,CUST139,玻璃抛光,77,202,2024-08-23,华南,15554
ORD1066,CUST199,玻璃雕刻,2,672,2024-11-26,华东,1344
ORD1051,CUST156,玻璃雕刻,88,433,2024-03-04,华北,38104
ORD1036,CUST153,玻璃抛光,64,473,2024-08-16,东北,30272
ORD1068,CUST111,玻璃雕刻,47,711,2024-05-12,华东,33417
ORD1057,CUST168,玻璃雕刻,16,496,2024-03-12,华南,7936
ORD1032,CUST173,玻璃打磨,89,316,2024-07-18,华东,28124
ORD1070,CUST145,玻璃抛光,36,227,2024-04-30,华南,8172
ORD1046,CUST188,玻璃打磨,63,745,2024-09-30,东北,46935
ORD1006,CUST188,玻璃切割,5,513,2024-04-02,西南,2565
ORD1001,CUST161,玻璃雕刻,86,835,2024-11-24,华南,71810
ORD1079,CUST146,玻璃切割,63,712,2024-08-20,华北,44856
ORD1098,CUST161,玻璃雕刻,7,581,2024-02-03,西南,4067
ORD1092,CUST169,玻璃雕刻,45,484,2024-09-11,华南,21780
ORD1069,CUST108,玻璃打磨,46,236,2024-10-04,华东,10856
ORD1067,CUST122,玻璃打磨,36,680,2024-11-08,华南,24480
ORD1022,CUST141,玻璃切割,70,686,2024-05-25,华南,48020
ORD1060,CUST126,玻璃打磨,96,116,2024-01-22,西南,11136
ORD1006,CUST195,玻璃雕刻,12,618,2024-10-14,华北,7416
ORD1038,CUST159,玻璃抛光,52,595,2024-03-15,华东,30940
ORD1096,CUST102,玻璃打磨,23,807,2024-03-26,西南,18561
ORD1005,CUST198,玻璃抛光,4,213,2024-11-12,华北,852
ORD1030,CUST192,玻璃打磨,10,817,2024-01-16,华东,8170
ORD1021,CUST197,玻璃雕刻,29,712,2024-10-29,华北,20648
ORD1080,CUST154,玻璃雕刻,3,114,2024-04-14,西南,342
ORD1042,CUST179,玻璃雕刻,50,677,2024-04-25,东北,33850
ORD1002,CUST129,玻璃打磨,82,888,2024-05-04,华东,72816
ORD1086,CUST172,玻璃雕刻,50,576,2024-02-26,东北,28800
ORD1018,CUST156,玻璃抛光,57,754,2024-07-18,西南,42978
ORD1016,CUST156,玻璃雕刻,71,687,2024-07-20,东北,48777
ORD1086,CUST106,玻璃雕刻,88,820,2024-02-09,华东,72160
ORD1026,CUST147,玻璃打磨,28,537,2024-05-30,华东,15036
ORD1036,CUST123,玻璃雕刻,74,983,2024-02-07,华南,72742
ORD1086,CUST149,玻璃切割,47,457,2024-08-14,华南,21479
ORD1026,CUST141,玻璃雕刻,19,397,2024-10-13,东北,7543
ORD1056,CUST129,玻璃抛光,13,765,2024-06-03,华东,9945
ORD1022,CUST114,玻璃雕刻,15,332,2024-07-23,东北,4980
ORD1004,CUST195,玻璃打磨,87,577,2024-07-11,华东,50199
ORD1072,CUST154,玻璃雕刻,83,997,2024-03-17,华北,82751
ORD1088,CUST125,玻璃切割,76,429,2024-06-27,华南,32604
ORD1042,CUST193,玻璃抛光,82,517,2024-01-22,华东,42394
ORD1044,CUST100,玻璃切割,74,396,2024-08-05,华南,29304
ORD1095,CUST152,玻璃抛光,54,931,2024-11-25,东北,50274
ORD1038,CUST137,玻璃切割,99,554,2024-06-23,华南,54846
ORD1097,CUST141,玻璃雕刻,20,350,2024-02-16,东北,7000
ORD1099,CUST131,玻璃雕刻,81,224,2024-05-26,西南,18144
ORD1045,CUST176,玻璃抛光,77,594,2024-07-31,华东,45738
ORD1041,CUST129,玻璃雕刻,24,763,2024-03-25,西南,18312
ORD1035,CUST175,玻璃切割,13,880,2024-09-12,华北,11440
ORD1013,CUST132,玻璃切割,86,442,2024-04-14,东北,38012
ORD1039,CUST192,玻璃雕刻,63,781,2024-01-22,华南,49203
ORD1019,CUST120,玻璃抛光,17,564,2024-04-27,东北,9588
ORD1046,CUST110,玻璃切割,94,729,2024-09-08,华东,68526
ORD1092,CUST119,玻璃雕刻,32,281,2024-04-19,华南,8992
ORD1036,CUST172,玻璃打磨,32,727,2024-12-27,华东,23264
ORD1075,CUST103,玻璃雕刻,71,177,2024-01-01,西南,12567
ORD1015,CUST144,玻璃雕刻,69,527,2024-02-17,华南,36363
ORD1087,CUST155,玻璃抛光,42,761,2024-06-12,华北,31962
ORD1017,CUST181,玻璃打磨,41,708,2024-04-29,华北,29028
ORD1077,CUST102,玻璃打磨,96,721,2024-05-09,西南,69216
ORD1041,CUST164,玻璃雕刻,50,653,2024-09-30,华南,32650
ORD1041,CUST115,玻璃雕刻,90,352,2024-12-22,华南,31680
ORD1058,CUST138,玻璃雕刻,21,440,2024-06-21,东北,9240
ORD1056,CUST183,玻璃雕刻,64,742,2024-12-16,西南,47488
ORD1043,CUST109,玻璃切割,14,544,2024-11-10,华南,7616
ORD1022,CUST181,玻璃抛光,94,894,2024-11-09,华东,84036
ORD1031,CUST121,玻璃雕刻,79,765,2024-12-26,华东,60435
ORD1073,CUST196,玻璃抛光,78,275,2024-03-24,东北,21450
ORD1093,CUST127,玻璃雕刻,14,877,2024-05-18,华北,12278
ORD1065,CUST163,玻璃雕刻,95,209,2024-02-22,华北,19855
ORD1028,CUST125,玻璃雕刻,55,989,2024-09-16,西南,54395
ORD1044,CUST131,玻璃雕刻,71,662,2024-01-30,西南,47002
ORD1043,CUST101,玻璃抛光,36,586,2024-11-04,华北,21096
ORD1074,CUST154,玻璃切割,26,722,2024-08-12,西南,18772
ORD1079,CUST176,玻璃抛光,18,716,2024-04-04,华北,12888
ORD1043,CUST172,玻璃雕刻,35,167,2024-09-09,华东,5845
ORD1068,CUST116,玻璃抛光,76,531,2024-11-09,西南,40356
ORD1066,CUST146,玻璃雕刻,24,515,2024-07-08,华东,12360
ORD1004,CUST119,玻璃抛光,32,775,2024-10-06,东北,24800
ORD1083,CUST135,玻璃抛光,78,545,2024-03-05,华北,42510
ORD1084,CUST163,玻璃雕刻,61,476,2024-11-24,华北,29036
ORD1017,CUST140,玻璃切割,53,443,2024-06-24,华东,23479
ORD1073,CUST199,玻璃抛光,64,445,2024-04-16,西南,28480
ORD1094,CUST185,玻璃抛光,42,466,2024-02-26,华北,19572
ORD1019,CUST166,玻璃打磨,55,112,2024-02-09,华北,6160
ORD1071,CUST129,玻璃抛光,39,832,2024-09-19,东北,32448
ORD1047,CUST110,玻璃抛光,69,805,2024-05-10,东北,55545
ORD1055,CUST186,玻璃切割,45,213,2024-02-02,东北,9585
ORD1084,CUST174,玻璃打磨,64,146,2024-02-11,华北,9344
ORD1072,CUST178,玻璃雕刻,67,909,2024-06-25,西南,60903
ORD1086,CUST137,玻璃切割,84,728,2024-05-21,华东,61152
ORD1072,CUST145,玻璃雕刻,26,573,2024-01-08,华南,14898
ORD1096,CUST191,玻璃切割,100,154,2024-06-13,华东,15400
ORD1007,CUST128,玻璃雕刻,19,204,2024-02-28,华东,3876
ORD1074,CUST102,玻璃抛光,18,255,2024-08-22,西南,4590
ORD1000,CUST195,玻璃雕刻,66,104,2024-09-28,华北,6864
ORD1059,CUST157,玻璃雕刻,65,973,2024-06-20,华东,63245
ORD1063,CUST195,玻璃切割,27,932,2024-06-29,华东,25164
ORD1062,CUST153,玻璃切割,37,921,2024-03-18,华南,34077
ORD1066,CUST165,玻璃切割,52,446,2024-12-19,华南,23192
ORD1028,CUST194,玻璃切割,12,509,2024-03-26,西南,6108
ORD1067,CUST134,玻璃切割,34,809,2024-03-19,西南,27506
ORD1011,CUST153,玻璃抛光,57,663,2024-01-11,西南,37791
ORD1094,CUST129,玻璃切割,65,663,2024-11-27,西南,43095
ORD1086,CUST168,玻璃打磨,33,503,2024-06-06,东北,16599
ORD1097,CUST183,玻璃切割,49,346,2024-07-28,西南,16954
ORD1006,CUST181,玻璃抛光,49,982,2024-02-15,华北,48118
ORD1035,CUST112,玻璃抛光,21,709,2024-11-11,东北,14889
ORD1055,CUST167,玻璃雕刻,92,308,2024-07-12,华东,28336
ORD1098,CUST189,玻璃打磨,72,723,2024-01-23,华北,52056
ORD1056,CUST116,玻璃打磨,79,213,2024-04-11,华南,16827
ORD1076,CUST107,玻璃打磨,8,472,2024-04-20,华南,3776
ORD1000,CUST159,玻璃雕刻,8,907,2024-02-01,华南,7256
ORD1048,CUST147,玻璃雕刻,58,413,2025-01-01,东北,23954
ORD1031,CUST131,玻璃切割,29,790,2024-05-21,华南,22910
ORD1018,CUST173,玻璃雕刻,73,132,2024-01-16,西南,9636
ORD1004,CUST192,玻璃抛光,14,439,2024-09-12,东北,6146
ORD1021,CUST102,玻璃抛光,27,398,2024-03-24,华北,10746
ORD1064,CUST137,玻璃雕刻,69,834,2024-07-30,华北,57546
ORD1099,CUST135,玻璃雕刻,62,452,2024-07-28,东北,28024
ORD1035,CUST168,玻璃雕刻,41,222,2024-09-18,华南,9102
ORD1038,CUST170,玻璃抛光,99,514,2024-08-24,华东,50886
ORD1061,CUST142,玻璃抛光,37,390,2024-08-01,华东,14430
ORD1037,CUST129,玻璃切割,22,548,2024-06-25,华南,12056
ORD1069,CUST194,玻璃打磨,41,275,2024-03-23,华东,11275
ORD1029,CUST180,玻璃雕刻,98,649,2024-04-24,东北,63602
ORD1045,CUST145,玻璃雕刻,26,466,2024-04-27,西南,12116
ORD1065,CUST158,玻璃雕刻,54,276,2024-03-15,西南,14904
ORD1040,CUST195,玻璃切割,50,663,2024-03-06,华南,33150
ORD1020,CUST106,玻璃雕刻,24,558,2024-03-04,西南,13392
ORD1009,CUST174,玻璃打磨,91,247,2024-03-14,华东,22477
ORD1006,CUST115,玻璃雕刻,52,649,2024-12-05,华东,33748
ORD1089,CUST145,玻璃雕刻,32,968,2024-03-27,华北,30976
ORD1000,CUST190,玻璃切割,42,382,2024-10-31,东北,16044
ORD1078,CUST199,玻璃雕刻,6,702,2024-02-10,华东,4212
ORD1016,CUST124,玻璃抛光,17,723,2024-07-23,华南,12291
ORD1099,CUST131,玻璃切割,15,410,2024-07-12,西南,6150
ORD1063,CUST147,玻璃雕刻,78,686,2024-07-15,西南,53508
ORD1070,CUST180,玻璃切割,18,596,2024-09-29,华南,10728
ORD1049,CUST110,玻璃抛光,21,425,2024-09-11,东北,8925
ORD1058,CUST123,玻璃雕刻,79,594,2024-08-30,华北,46926
ORD1076,CUST151,玻璃雕刻,91,710,2024-06-04,华南,64610
ORD1011,CUST189,玻璃雕刻,6,612,2024-03-01,华北,3672
ORD1042,CUST161,玻璃雕刻,77,108,2024-07-06,华南,8316
ORD1080,CUST107,玻璃打磨,91,840,2024-10-12,东北,76440
ORD1089,CUST138,玻璃雕刻,36,594,2024-05-08,东北,21384
ORD1006,CUST193,玻璃雕刻,99,801,2024-06-30,华北,79299
ORD1064,CUST167,玻璃切割,2,808,2024-07-21,华东,1616
ORD1079,CUST191,玻璃雕刻,70,497,2024-03-13,华北,34790
ORD1049,CUST177,玻璃雕刻,41,506,2024-11-16,华北,20746
ORD1046,CUST126,玻璃打磨,21,768,2024-02-06,华东,16128
ORD1074,CUST161,玻璃雕刻,88,182,2024-04-05,西南,16016
ORD1077,CUST137,玻璃雕刻,32,880,2024-07-18,华北,28160
ORD1058,CUST138,玻璃切割,75,976,2024-05-12,华北,73200
ORD1041,CUST165,玻璃切割,99,937,2024-12-31,西南,92763
ORD1093,CUST135,玻璃打磨,30,736,2024-02-19,华东,22080
ORD1024,CUST196,玻璃打磨,34,732,2024-12-15,华东,24888
ORD1093,CUST160,玻璃打磨,74,274,2024-09-15,华北,20276
ORD1088,CUST197,玻璃抛光,3,574,2024-12-01,西南,1722
ORD1056,CUST110,玻璃切割,54,575,2024-06-15,西南,31050
ORD1054,CUST195,玻璃雕刻,81,110,2024-09-21,东北,8910
ORD1004,CUST160,玻璃雕刻,64,758,2024-09-10,华南,48512
ORD1050,CUST162,玻璃雕刻,32,160,2024-01-23,东北,5120
ORD1035,CUST139,玻璃雕刻,29,982,2024-12-03,东北,28478
ORD1032,CUST102,玻璃雕刻,26,347,2024-04-15,西南,9022
ORD1014,CUST133,玻璃打磨,75,411,2024-05-24,东北,30825
ORD1098,CUST125,玻璃雕刻,83,544,2024-04-03,华北,45152
ORD1085,CUST161,玻璃抛光,84,186,2024-04-07,华北,15624
ORD1027,CUST123,玻璃打磨,70,461,2024-06-30,华东,32270
ORD1083,CUST133,玻璃雕刻,45,281,2024-06-08,东北,12645
ORD1078,CUST193,玻璃抛光,5,675,2024-05-17,华东,3375
ORD1056,CUST166,玻璃雕刻,47,315,2024-07-06,东北,14805
ORD1019,CUST152,玻璃切割,63,430,2024-08-04,华南,27090
ORD1007,CUST128,玻璃切割,57,568,2024-07-03,华北,32376
ORD1066,CUST111,玻璃打磨,42,713,2024-07-03,西南,29946
ORD1085,CUST141,玻璃打磨,63,988,2024-08-24,华南,62244
ORD1033,CUST135,玻璃切割,7,141,2024-04-20,华南,987
ORD1059,CUST192,玻璃雕刻,33,545,2024-03-05,东北,17985
ORD1028,CUST120,玻璃打磨,21,297,2024-02-28,西南,6237
ORD1003,CUST163,玻璃打磨,85,696,2024-02-09,华东,59160
ORD1072,CUST190,玻璃抛光,74,278,2024-08-21,华北,20572
ORD1093,CUST137,玻璃抛光,36,450,2024-07-10,华南,16200
ORD1027,CUST154,玻璃抛光,13,763,2024-05-07,华南,9919
ORD1069,CUST133,玻璃雕刻,13,699,2024-08-08,西南,9087
ORD1051,CUST162,玻璃雕刻,44,987,2024-07-27,华东,43428
ORD1067,CUST104,玻璃雕刻,69,346,2024-05-14,西南,23874
ORD1065,CUST174,玻璃雕刻,47,564,2024-02-17,华东,26508
ORD1095,CUST134,玻璃抛光,44,162,2024-01-06,西南,7128
ORD1027,CUST177,玻璃雕刻,13,384,2024-09-12,华东,4992
ORD1063,CUST148,玻璃雕刻,100,888,2024-05-11,华东,88800
ORD1072,CUST119,玻璃雕刻,87,625,2024-12-25,西南,54375
ORD1000,CUST104,玻璃抛光,72,815,2024-03-11,华南,58680
ORD1095,CUST123,玻璃雕刻,65,301,2025-01-01,华东,19565
ORD1034,CUST193,玻璃雕刻,19,610,2024-05-19,华东,11590
ORD1067,CUST183,玻璃抛光,20,191,2024-11-03,华东,3820
ORD1008,CUST158,玻璃抛光,98,769,2024-03-08,华南,75362
ORD1044,CUST151,玻璃雕刻,35,950,2024-01-19,华南,33250
ORD1009,CUST121,玻璃雕刻,56,396,2024-07-15,华北,22176
ORD1003,CUST147,玻璃抛光,19,817,2024-11-24,西南,15523
ORD1027,CUST183,玻璃雕刻,21,517,2024-10-15,华东,10857
ORD1087,CUST189,玻璃抛光,63,981,2024-12-29,华东,61803
ORD1052,CUST134,玻璃雕刻,57,940,2024-04-22,东北,53580
ORD1032,CUST143,玻璃抛光,8,759,2024-10-30,华北,6072
ORD1037,CUST155,玻璃雕刻,85,633,2024-02-18,华东,53805
ORD1065,CUST173,玻璃切割,71,207,2024-02-25,华北,14697
ORD1073,CUST124,玻璃抛光,14,736,2024-11-11,华南,10304
ORD1022,CUST164,玻璃切割,56,880,2024-03-18,华东,49280
ORD1008,CUST156,玻璃雕刻,13,945,2024-02-10,华东,12285
ORD1096,CUST173,玻璃打磨,24,622,2024-11-05,华南,14928
ORD1015,CUST184,玻璃切割,73,231,2024-07-02,西南,16863
ORD1019,CUST193,玻璃打磨,95,250,2024-03-29,华北,23750
ORD1018,CUST134,玻璃抛光,72,164,2024-09-30,华东,11808
ORD1093,CUST101,玻璃雕刻,3,536,2024-11-04,华南,1608
ORD1046,CUST110,玻璃抛光,22,897,2024-12-18,华北,19734
ORD1085,CUST180,玻璃打磨,80,260,2024-03-21,华南,20800
ORD1076,CUST164,玻璃打磨,19,132,2024-04-30,华东,2508
ORD1031,CUST151,玻璃雕刻,74,570,2024-03-07,东北,42180
ORD1058,CUST108,玻璃切割,3,307,2024-07-19,华南,921
ORD1038,CUST150,玻璃雕刻,79,726,2024-01-27,华南,57354
ORD1088,CUST135,玻璃抛光,16,807,2024-09-05,华南,12912
ORD1017,CUST124,玻璃抛光,25,437,2024-04-04,华北,10925
ORD1010,CUST125,玻璃打磨,51,186,2024-09-28,华东,9486
ORD1013,CUST136,玻璃抛光,77,854,2024-09-27,华东,65758
ORD1063,CUST105,玻璃打磨,69,973,2024-09-25,华南,67137
ORD1066,CUST144,玻璃抛光,34,705,2024-12-04,西南,23970
ORD1097,CUST167,玻璃雕刻,27,425,2024-09-25,华南,11475
ORD1092,CUST120,玻璃打磨,70,896,2024-11-10,华南,62720
ORD1094,CUST158,玻璃切割,48,831,2024-11-27,华南,39888
ORD1035,CUST164,玻璃雕刻,65,782,2024-06-12,华东,50830
ORD1006,CUST123,玻璃切割,8,100,2024-03-28,华北,800
ORD1043,CUST123,玻璃雕刻,62,950,2024-05-09,东北,58900
ORD1067,CUST184,玻璃抛光,68,254,2024-06-27,东北,17272
ORD1001,CUST168,玻璃打磨,61,237,2024-01-12,华东,14457
ORD1026,CUST171,玻璃雕刻,44,506,2024-04-22,西南,22264
ORD1078,CUST175,玻璃抛光,98,621,2024-02-01,东北,60858
ORD1021,CUST127,玻璃打磨,96,295,2024-05-12,东北,28320
ORD1095,CUST141,玻璃打磨,47,633,2024-11-11,华北,29751
ORD1005,CUST175,玻璃打磨,58,465,2024-03-09,华北,26970
ORD1015,CUST124,玻璃雕刻,29,973,2024-06-24,华南,28217
ORD1030,CUST102,玻璃抛光,72,744,2024-09-13,华南,53568
ORD1001,CUST146,玻璃雕刻,94,813,2024-09-16,华北,76422
ORD1081,CUST168,玻璃切割,81,734,2024-06-15,华北,59454
ORD1017,CUST142,玻璃抛光,65,773,2024-07-04,华东,50245
ORD1008,CUST117,玻璃打磨,28,167,2024-04-07,华东,4676
ORD1093,CUST175,玻璃雕刻,39,225,2024-01-10,华南,8775
ORD1089,CUST185,玻璃打磨,47,251,2024-09-23,华北,11797
ORD1090,CUST183,玻璃雕刻,14,653,2024-09-26,西南,9142
ORD1072,CUST100,玻璃切割,28,395,2024-12-07,西南,11060
ORD1003,CUST178,玻璃切割,77,317,2024-01-02,华北,24409
ORD1097,CUST135,玻璃打磨,72,466,2024-02-13,华东,33552
ORD1047,CUST184,玻璃打磨,99,890,2024-02-09,华北,88110
ORD1005,CUST174,玻璃切割,56,360,2024-05-15,华东,20160
ORD1049,CUST177,玻璃抛光,29,1000,2024-10-06,东北,29000
ORD1067,CUST146,玻璃打磨,94,504,2024-12-29,东北,47376
ORD1077,CUST140,玻璃雕刻,34,165,2024-05-19,华北,5610
ORD1062,CUST173,玻璃雕刻,38,399,2024-12-16,东北,15162
ORD1070,CUST176,玻璃抛光,46,356,2024-09-07,华东,16376
ORD1019,CUST163,玻璃雕刻,85,385,2024-08-09,华东,32725
ORD1056,CUST141,玻璃雕刻,35,299,2024-02-01,华南,10465
ORD1016,CUST154,玻璃雕刻,11,637,2024-10-24,华北,7007
ORD1011,CUST195,玻璃雕刻,29,939,2024-03-02,华北,27231
ORD1014,CUST158,玻璃切割,60,847,2024-05-22,西南,50820
ORD1022,CUST109,玻璃抛光,3,836,2024-02-07,华北,2508
ORD1048,CUST136,玻璃切割,96,199,2024-07-03,西南,19104
ORD1092,CUST167,玻璃打磨,44,123,2024-03-10,华南,5412
ORD1039,CUST188,玻璃切割,55,512,2024-04-04,华北,28160
ORD1047,CUST176,玻璃抛光,74,738,2024-04-27,华南,54612
ORD1072,CUST124,玻璃抛光,24,479,2024-03-28,华北,11496
ORD1077,CUST135,玻璃切割,86,628,2024-02-18,华东,54008
ORD1037,CUST150,玻璃雕刻,13,983,2024-05-12,华南,12779
ORD1066,CUST188,玻璃雕刻,77,627,2024-03-31,西南,48279
ORD1028,CUST156,玻璃切割,75,194,2024-12-17,西南,14550
ORD1088,CUST118,玻璃切割,15,302,2024-02-27,华南,4530
ORD1084,CUST143,玻璃打磨,19,449,2024-07-17,华南,8531
ORD1018,CUST126,玻璃雕刻,61,144,2024-07-25,西南,8784
ORD1085,CUST134,玻璃雕刻,17,584,2024-10-12,华北,9928
ORD1039,CUST166,玻璃切割,44,501,2024-08-01,华南,22044
ORD1056,CUST140,玻璃雕刻,6,703,2024-07-02,华南,4218
ORD1050,CUST158,玻璃雕刻,57,710,2024-10-30,华北,40470
ORD1027,CUST118,玻璃打磨,2,232,2024-11-22,华东,464
ORD1034,CUST165,玻璃雕刻,71,982,2024-09-14,华北,69722
ORD1041,CUST146,玻璃切割,6,881,2024-06-17,东北,5286
ORD1087,CUST192,玻璃切割,71,864,2024-11-09,华南,61344
ORD1040,CUST114,玻璃雕刻,5,666,2024-05-30,东北,3330
ORD1041,CUST131,玻璃雕刻,96,410,2024-12-21,东北,39360
ORD1086,CUST126,玻璃打磨,8,448,2024-12-02,华南,3584
ORD1072,CUST198,玻璃切割,8,411,2024-06-19,东北,3288
ORD1070,CUST198,玻璃切割,92,942,2024-11-21,华北,86664
ORD1007,CUST169,玻璃切割,99,519,2024-04-14,西南,51381
ORD1066,CUST190,玻璃抛光,10,728,2024-09-01,华北,7280
ORD1060,CUST109,玻璃雕刻,52,399,2024-02-22,东北,20748
ORD1005,CUST133,玻璃雕刻,80,860,2024-02-19,华南,68800
ORD1034,CUST195,玻璃抛光,9,559,2024-05-12,华北,5031
ORD1068,CUST162,玻璃打磨,62,957,2024-04-08,东北,59334
ORD1005,CUST183,玻璃雕刻,27,187,2024-02-10,西南,5049
ORD1092,CUST163,玻璃雕刻,86,581,2024-07-24,西南,49966
ORD1033,CUST147,玻璃切割,52,393,2024-12-01,西南,20436
ORD1017,CUST158,玻璃切割,6,302,2024-08-30,东北,1812
ORD1056,CUST175,玻璃打磨,82,860,2024-06-25,华南,70520
ORD1034,CUST156,玻璃打磨,37,493,2024-05-16,华北,18241
ORD1018,CUST107,玻璃抛光,56,670,2024-12-03,华南,37520
ORD1073,CUST127,玻璃雕刻,74,177,2024-02-02,华东,13098
ORD1029,CUST164,玻璃抛光,15,142,2024-06-29,西南,2130
ORD1009,CUST180,玻璃切割,70,621,2024-11-21,西南,43470
ORD1089,CUST138,玻璃雕刻,59,951,2024-03-11,东北,56109
ORD1028,CUST131,玻璃雕刻,56,597,2024-08-30,西南,33432
ORD1032,CUST147,玻璃切割,68,170,2024-02-19,华北,11560
ORD1024,CUST199,玻璃雕刻,14,695,2024-06-23,华北,9730
ORD1056,CUST181,玻璃打磨,67,581,2024-04-16,华北,38927
ORD1029,CUST146,玻璃切割,37,443,2024-01-03,华东,16391
ORD1017,CUST148,玻璃雕刻,84,230,2024-12-04,东北,19320
ORD1081,CUST121,玻璃雕刻,47,610,2024-07-21,东北,28670
ORD1033,CUST121,玻璃雕刻,93,902,2024-10-10,华北,83886
ORD1094,CUST139,玻璃雕刻,9,582,2024-04-13,华南,5238
ORD1095,CUST114,玻璃打磨,82,493,2024-07-20,华东,40426
ORD1039,CUST135,玻璃打磨,50,888,2024-09-26,华北,44400
ORD1069,CUST126,玻璃雕刻,89,702,2024-07-05,西南,62478
ORD1022,CUST151,玻璃雕刻,82,285,2024-07-19,西南,23370
ORD1005,CUST121,玻璃雕刻,15,236,2024-12-04,华南,3540
ORD1095,CUST132,玻璃抛光,23,827,2024-05-27,华北,19021
ORD1034,CUST186,玻璃雕刻,84,711,2024-05-05,华南,59724
ORD1033,CUST196,玻璃雕刻,57,246,2024-12-01,华南,14022
ORD1014,CUST170,玻璃打磨,51,712,2024-12-14,华南,36312
ORD1096,CUST102,玻璃雕刻,28,685,2024-07-27,西南,19180
ORD1065,CUST117,玻璃抛光,77,995,2024-10-12,华东,76615
ORD1094,CUST180,玻璃雕刻,22,503,2024-11-06,华东,11066
